mutation_signature,gene_name,mirna_family,upregulating_hits_pct,total_hits,upregulating_hits,stats_log2fc_mean,gene_is_brca_driver,gene_is_onc,gene_is_tsupp,subtype_matches,mirna_is_onc,mirna_is_tsupp,mirna_upreg_in_brca,mirna_downreg_in_brca,binding_tendency,number_binding,number_not_binding,gene_type,is_cancer_promoting,mirna_true_conditions,triplet_behavior,triplet_id
SBS13,PLCH1,miR-6752-5p/6842-5p/7110-5p,100.0,1,1,-1.8137678606399408,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PLCH1_miR-6752-5p/6842-5p/7110-5p
SBS13,PLD5,miR-1538/4745-3p,100.0,1,1,1.444483633128382,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PLD5_miR-1538/4745-3p
SBS13,PLD5,miR-4282,100.0,1,1,1.444483633128382,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PLD5_miR-4282
SBS13,PLD5,miR-6077,100.0,1,1,1.444483633128382,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PLD5_miR-6077
SBS13,PLD5,miR-6503-3p,100.0,1,1,1.444483633128382,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PLD5_miR-6503-3p
SBS13,PLD5,miR-6789-5p,100.0,1,1,1.444483633128382,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PLD5_miR-6789-5p
SBS13,PLEC,miR-30-5p,100.0,1,1,-1.539140934297626,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PLEC_miR-30-5p
SBS13,PLK2,miR-1976,100.0,1,1,3.340689022996024,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PLK2_miR-1976
SBS13,PLK2,miR-4433a-3p,100.0,1,1,3.340689022996024,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PLK2_miR-4433a-3p
SBS13,PLK2,miR-4433b-3p,100.0,1,1,3.340689022996024,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PLK2_miR-4433b-3p
SBS13,PLK2,miR-6732-3p,100.0,1,1,3.340689022996024,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PLK2_miR-6732-3p
SBS13,PLK2,miR-6762-5p/6845-5p,100.0,1,1,3.340689022996024,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PLK2_miR-6762-5p/6845-5p
SBS13,PLK2,miR-99-5p/100-5p,100.0,1,1,3.340689022996024,False,False,False,False,False,True,False,True,0.0,0,1,Other,False,"mirna_is_tsupp, mirna_downreg_in_brca",fully_upregulating,SBS13_PLK2_miR-99-5p/100-5p
SBS13,PLXNC1,miR-1288-3p,100.0,1,1,1.550456482163402,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PLXNC1_miR-1288-3p
SBS13,PLXNC1,miR-1296-5p,100.0,1,1,1.550456482163402,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PLXNC1_miR-1296-5p
SBS13,PLXNC1,miR-3150a-3p,100.0,1,1,1.550456482163402,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PLXNC1_miR-3150a-3p
SBS13,PLXNC1,miR-365a-5p/365b-5p,100.0,1,1,1.550456482163402,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PLXNC1_miR-365a-5p/365b-5p
SBS13,PLXNC1,miR-3684,100.0,1,1,1.550456482163402,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PLXNC1_miR-3684
SBS13,PLXNC1,miR-3940-5p/4507,100.0,1,1,1.550456482163402,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PLXNC1_miR-3940-5p/4507
SBS13,PLXNC1,miR-425-3p,100.0,1,1,1.550456482163402,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PLXNC1_miR-425-3p
SBS13,PLXNC1,miR-4738-3p,100.0,1,1,1.550456482163402,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PLXNC1_miR-4738-3p
SBS13,PLXNC1,miR-608/4651,100.0,1,1,1.550456482163402,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PLXNC1_miR-608/4651
SBS13,PLXNC1,miR-6503-3p,100.0,1,1,1.550456482163402,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PLXNC1_miR-6503-3p
SBS13,PLXNC1,miR-6761-3p,100.0,1,1,1.550456482163402,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PLXNC1_miR-6761-3p
SBS13,PLXNC1,miR-6768-5p,100.0,1,1,1.550456482163402,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PLXNC1_miR-6768-5p
SBS13,PLXNC1,miR-892b,100.0,1,1,1.550456482163402,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PLXNC1_miR-892b
SBS13,PMPCA,miR-2116-3p,100.0,1,1,2.211668586738446,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PMPCA_miR-2116-3p
SBS13,PMPCA,miR-3130-3p,100.0,1,1,2.211668586738446,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PMPCA_miR-3130-3p
SBS13,PMPCA,miR-4260,100.0,1,1,2.211668586738446,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PMPCA_miR-4260
SBS13,PMPCA,miR-5000-5p,100.0,1,1,2.211668586738446,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PMPCA_miR-5000-5p
SBS13,PMPCA,miR-5689,100.0,1,1,2.211668586738446,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PMPCA_miR-5689
SBS13,PMPCA,miR-892b,100.0,1,1,2.211668586738446,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PMPCA_miR-892b
SBS13,PNN,miR-2277-5p,100.0,1,1,3.008826691766954,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PNN_miR-2277-5p
SBS13,PNN,miR-374-5p,100.0,1,1,3.008826691766954,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PNN_miR-374-5p
SBS13,PNN,miR-3940-5p/4507,100.0,1,1,3.008826691766954,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PNN_miR-3940-5p/4507
SBS13,PNN,miR-4658/6790-5p,100.0,1,1,3.008826691766954,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PNN_miR-4658/6790-5p
SBS13,PNN,miR-4783-3p,100.0,1,1,3.008826691766954,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PNN_miR-4783-3p
SBS13,PNN,miR-6786-5p,100.0,1,1,3.008826691766954,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PNN_miR-6786-5p
SBS13,PNN,miR-921,100.0,1,1,3.008826691766954,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PNN_miR-921
SBS13,PON1,miR-2861,100.0,1,1,1.897894080875869,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PON1_miR-2861
SBS13,PON1,miR-675-5p/4466,100.0,1,1,1.897894080875869,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PON1_miR-675-5p/4466
SBS13,POP1,miR-3664-5p,100.0,1,1,2.9911715541280937,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_POP1_miR-3664-5p
SBS13,POP1,miR-3689d/6851-5p,100.0,1,1,2.9911715541280937,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_POP1_miR-3689d/6851-5p
SBS13,POP1,miR-6753-5p,100.0,1,1,2.9911715541280937,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_POP1_miR-6753-5p
SBS13,POP1,miR-6776-5p,100.0,1,1,2.9911715541280937,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_POP1_miR-6776-5p
SBS13,PPIL6,miR-4493,100.0,1,1,3.5364476724525207,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PPIL6_miR-4493
SBS13,PPIL6,miR-4534/8082,100.0,1,1,3.5364476724525207,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PPIL6_miR-4534/8082
SBS13,PPIL6,miR-653_pred,100.0,1,1,3.5364476724525207,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PPIL6_miR-653_pred
SBS13,PPIL6,miR-6831-3p,100.0,1,1,3.5364476724525207,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PPIL6_miR-6831-3p
SBS13,PPIL6,miR-6843-3p/6848-3p,100.0,1,1,3.5364476724525207,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PPIL6_miR-6843-3p/6848-3p
SBS13,PPP1R3B,miR-106a-3p,100.0,1,1,2.3234262207134573,False,False,False,False,False,False,True,False,0.0,0,1,Other,False,mirna_upreg_in_brca,fully_upregulating,SBS13_PPP1R3B_miR-106a-3p
SBS13,PPP1R3B,miR-147a,100.0,1,1,2.3234262207134573,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PPP1R3B_miR-147a
SBS13,PPP1R3B,miR-20a-3p,100.0,1,1,2.3234262207134573,False,False,False,False,True,False,False,False,0.0,0,1,Other,False,mirna_is_onc,fully_upregulating,SBS13_PPP1R3B_miR-20a-3p
SBS13,PPP1R3B,miR-330-3p,100.0,1,1,2.3234262207134573,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PPP1R3B_miR-330-3p
SBS13,PPP1R3B,miR-3611,100.0,1,1,2.3234262207134573,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PPP1R3B_miR-3611
SBS13,PPP1R3B,miR-3920,100.0,1,1,2.3234262207134573,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PPP1R3B_miR-3920
SBS13,PPP1R3B,miR-4757-5p/6744-3p,100.0,1,1,2.3234262207134573,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PPP1R3B_miR-4757-5p/6744-3p
SBS13,PPP1R3B,miR-511-5p,100.0,1,1,2.3234262207134573,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PPP1R3B_miR-511-5p
SBS13,PPP1R3B,miR-644a,100.0,1,1,2.3234262207134573,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PPP1R3B_miR-644a
SBS13,PPP1R3B,miR-6529_pred,100.0,1,1,2.3234262207134573,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PPP1R3B_miR-6529_pred
SBS13,PPP1R3B,miR-653_pred,100.0,1,1,2.3234262207134573,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PPP1R3B_miR-653_pred
SBS13,PPP1R3B,miR-6748-3p,100.0,1,1,2.3234262207134573,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PPP1R3B_miR-6748-3p
SBS13,PPP1R3B,miR-6769a-3p,100.0,1,1,2.3234262207134573,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PPP1R3B_miR-6769a-3p
SBS13,PPP1R3B,miR-6808-3p,100.0,1,1,2.3234262207134573,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PPP1R3B_miR-6808-3p
SBS13,PPP1R3B,miR-6831-3p,100.0,1,1,2.3234262207134573,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PPP1R3B_miR-6831-3p
SBS13,PPP1R3B,miR-6843-3p/6848-3p,100.0,1,1,2.3234262207134573,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PPP1R3B_miR-6843-3p/6848-3p
SBS13,PPP1R3B,miR-8063,100.0,1,1,2.3234262207134573,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PPP1R3B_miR-8063
SBS13,PRDM1,miR-1281,100.0,1,1,2.443629762514404,False,False,True,False,False,False,False,False,0.0,0,1,TumorSuppressor,False,,fully_upregulating,SBS13_PRDM1_miR-1281
SBS13,PRDM1,miR-3940-5p/4507,100.0,1,1,2.443629762514404,False,False,True,False,False,False,False,False,0.0,0,1,TumorSuppressor,False,,fully_upregulating,SBS13_PRDM1_miR-3940-5p/4507
SBS13,PRDM1,miR-454-5p,100.0,1,1,2.443629762514404,False,False,True,False,False,False,False,False,0.0,0,1,TumorSuppressor,False,,fully_upregulating,SBS13_PRDM1_miR-454-5p
SBS13,PRDM1,miR-4783-3p,100.0,1,1,2.443629762514404,False,False,True,False,False,False,False,False,0.0,0,1,TumorSuppressor,False,,fully_upregulating,SBS13_PRDM1_miR-4783-3p
SBS13,PRDM1,miR-6077,100.0,1,1,2.443629762514404,False,False,True,False,False,False,False,False,0.0,0,1,TumorSuppressor,False,,fully_upregulating,SBS13_PRDM1_miR-6077
SBS13,PRDM1,miR-6787-3p,100.0,1,1,2.443629762514404,False,False,True,False,False,False,False,False,0.0,0,1,TumorSuppressor,False,,fully_upregulating,SBS13_PRDM1_miR-6787-3p
SBS13,PRKCZ,miR-10523_pred,100.0,1,1,2.583479979646256,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PRKCZ_miR-10523_pred
SBS13,PRKCZ,miR-1911-3p,100.0,1,1,2.583479979646256,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PRKCZ_miR-1911-3p
SBS13,PRKCZ,miR-2861,100.0,1,1,2.583479979646256,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PRKCZ_miR-2861
SBS13,PRKCZ,miR-3198/4309,100.0,1,1,2.583479979646256,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PRKCZ_miR-3198/4309
SBS13,PRKCZ,miR-3654,100.0,1,1,2.583479979646256,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PRKCZ_miR-3654
SBS13,PRKCZ,miR-3940-5p/4507,100.0,1,1,2.583479979646256,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PRKCZ_miR-3940-5p/4507
SBS13,PRKCZ,miR-4260,100.0,1,1,2.583479979646256,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PRKCZ_miR-4260
SBS13,PRKCZ,miR-452-5p/892-3p,100.0,1,1,2.583479979646256,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PRKCZ_miR-452-5p/892-3p
SBS13,PRKCZ,miR-5010-3p,100.0,1,1,2.583479979646256,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PRKCZ_miR-5010-3p
SBS13,PRKCZ,miR-506_pred,100.0,1,1,2.583479979646256,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PRKCZ_miR-506_pred
SBS13,PRKCZ,miR-571,100.0,1,1,2.583479979646256,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PRKCZ_miR-571
SBS13,PRKCZ,miR-646,100.0,1,1,2.583479979646256,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PRKCZ_miR-646
SBS13,PRKCZ,miR-6503-3p,100.0,1,1,2.583479979646256,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PRKCZ_miR-6503-3p
SBS13,PRKCZ,miR-663b,100.0,1,1,2.583479979646256,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PRKCZ_miR-663b
SBS13,PRKCZ,miR-8081,100.0,1,1,2.583479979646256,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PRKCZ_miR-8081
SBS13,PRKX,miR-3960/8072,100.0,1,1,-2.832807026731034,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PRKX_miR-3960/8072
SBS13,PRKX,miR-6747-5p,100.0,1,1,-2.832807026731034,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PRKX_miR-6747-5p
SBS13,PTPN1,miR-2861,100.0,1,1,-2.6951645319517614,False,True,True,False,False,False,False,False,0.0,0,1,DualRole,True,,fully_upregulating,SBS13_PTPN1_miR-2861
SBS13,PXK,miR-135-5p,100.0,1,1,-2.177879026624209,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PXK_miR-135-5p
SBS13,PXK,miR-328-5p/6885-5p,100.0,1,1,-2.177879026624209,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PXK_miR-328-5p/6885-5p
SBS13,PXK,miR-3650,100.0,1,1,-2.177879026624209,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PXK_miR-3650
SBS13,PXK,miR-6762-5p/6845-5p,100.0,1,1,-2.177879026624209,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_PXK_miR-6762-5p/6845-5p
SBS13,RAB2A,miR-511-3p,100.0,1,1,-2.3637839583295985,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RAB2A_miR-511-3p
SBS13,RAB34,miR-328-5p/6885-5p,100.0,1,1,3.4214637684382767,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RAB34_miR-328-5p/6885-5p
SBS13,RAB34,miR-3960/8072,100.0,1,1,3.4214637684382767,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RAB34_miR-3960/8072
SBS13,RCHY1,miR-1268a/1268b,100.0,1,1,2.2286222584660464,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RCHY1_miR-1268a/1268b
SBS13,RCHY1,miR-1323,100.0,1,1,2.2286222584660464,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RCHY1_miR-1323
SBS13,RCHY1,miR-4534/8082,100.0,1,1,2.2286222584660464,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RCHY1_miR-4534/8082
SBS13,RCHY1,miR-4739,100.0,1,1,2.2286222584660464,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RCHY1_miR-4739
SBS13,RCHY1,miR-593-3p,100.0,1,1,2.2286222584660464,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RCHY1_miR-593-3p
SBS13,RCHY1,miR-6786-5p,100.0,1,1,2.2286222584660464,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RCHY1_miR-6786-5p
SBS13,RDH13,miR-2861,100.0,1,1,2.844752436780714,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RDH13_miR-2861
SBS13,RDH13,miR-3650,100.0,1,1,2.844752436780714,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RDH13_miR-3650
SBS13,RDH13,miR-4327,100.0,1,1,2.844752436780714,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RDH13_miR-4327
SBS13,RDH13,miR-572,100.0,1,1,2.844752436780714,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RDH13_miR-572
SBS13,RDH13,miR-598-5p,100.0,1,1,2.844752436780714,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RDH13_miR-598-5p
SBS13,RDH13,miR-619-5p/6506-5p,100.0,1,1,2.844752436780714,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RDH13_miR-619-5p/6506-5p
SBS13,RDH13,miR-8063,100.0,1,1,2.844752436780714,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RDH13_miR-8063
SBS13,RDH13,miR-891a-3p,100.0,1,1,2.844752436780714,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RDH13_miR-891a-3p
SBS13,RERE,miR-939-5p/1343-5p,100.0,1,1,1.274476454631247,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RERE_miR-939-5p/1343-5p
SBS13,RHOC,miR-3934-5p,100.0,1,1,-2.2677359945237656,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RHOC_miR-3934-5p
SBS13,RHOC,miR-4451,100.0,1,1,-2.2677359945237656,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RHOC_miR-4451
SBS13,RHOC,miR-6769a-5p/6769b-5p,100.0,1,1,-2.2677359945237656,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RHOC_miR-6769a-5p/6769b-5p
SBS13,RNF168,miR-12121_pred,100.0,1,1,5.613295899172671,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RNF168_miR-12121_pred
SBS13,RNF168,miR-1911-3p,100.0,1,1,5.613295899172671,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RNF168_miR-1911-3p
SBS13,RNF168,miR-3198/4309,100.0,1,1,5.613295899172671,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RNF168_miR-3198/4309
SBS13,RNF168,miR-371-5p,100.0,1,1,5.613295899172671,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RNF168_miR-371-5p
SBS13,RNF168,miR-513a-3p/513c-3p/3606-3p,100.0,1,1,5.613295899172671,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RNF168_miR-513a-3p/513c-3p/3606-3p
SBS13,RNF168,miR-5187-3p,100.0,1,1,5.613295899172671,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RNF168_miR-5187-3p
SBS13,RNF168,miR-542-3p,100.0,1,1,5.613295899172671,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RNF168_miR-542-3p
SBS13,RNF168,miR-6090,100.0,1,1,5.613295899172671,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RNF168_miR-6090
SBS13,RNF168,miR-631/3661,100.0,1,1,5.613295899172671,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RNF168_miR-631/3661
SBS13,RNF168,miR-6756-5p/6766-5p,100.0,1,1,5.613295899172671,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RNF168_miR-6756-5p/6766-5p
SBS13,RNF168,miR-6776-5p,100.0,1,1,5.613295899172671,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RNF168_miR-6776-5p
SBS13,RNF168,miR-744-3p,100.0,1,1,5.613295899172671,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RNF168_miR-744-3p
SBS13,RNF168,miR-766-3p,100.0,1,1,5.613295899172671,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RNF168_miR-766-3p
SBS13,RNF168,miR-8063,100.0,1,1,5.613295899172671,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RNF168_miR-8063
SBS13,RP11-1008C21.2,miR-1238-5p/4758-5p,100.0,1,1,5.068847163082992,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RP11-1008C21.2_miR-1238-5p/4758-5p
SBS13,RP11-1008C21.2,miR-1267,100.0,1,1,5.068847163082992,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RP11-1008C21.2_miR-1267
SBS13,RP11-1008C21.2,miR-4534/8082,100.0,1,1,5.068847163082992,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RP11-1008C21.2_miR-4534/8082
SBS13,RP11-1008C21.2,miR-6756-5p/6766-5p,100.0,1,1,5.068847163082992,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RP11-1008C21.2_miR-6756-5p/6766-5p
SBS13,RP11-1008C21.2,miR-6762-3p,100.0,1,1,5.068847163082992,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RP11-1008C21.2_miR-6762-3p
SBS13,RP11-1008C21.2,miR-6843-3p/6848-3p,100.0,1,1,5.068847163082992,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RP11-1008C21.2_miR-6843-3p/6848-3p
SBS13,RP11-1008C21.2,miR-6849-3p,100.0,1,1,5.068847163082992,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RP11-1008C21.2_miR-6849-3p
SBS13,RP11-1008C21.2,miR-7161-3p,100.0,1,1,5.068847163082992,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RP11-1008C21.2_miR-7161-3p
SBS13,RP11-166D19.1,miR-25-3p/32-5p/92-3p/363-3p/367-3p,100.0,1,1,2.69848846760458,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RP11-166D19.1_miR-25-3p/32-5p/92-3p/363-3p/367-3p
SBS13,RP11-166D19.1,miR-3920,100.0,1,1,2.69848846760458,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RP11-166D19.1_miR-3920
SBS13,RP11-166D19.1,miR-4528,100.0,1,1,2.69848846760458,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RP11-166D19.1_miR-4528
SBS13,RP11-166D19.1,miR-4534/8082,100.0,1,1,2.69848846760458,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RP11-166D19.1_miR-4534/8082
SBS13,RP11-258O13.1,miR-4661-3p,100.0,1,1,-6.22881869049588,False,False,False,False,False,False,False,False,0.0,0,1,Other,False,,fully_upregulating,SBS13_RP11-258O13.1_miR-4661-3p
